1529	"Linate"	"Milan"	"Italy"	"LIN"
1530	"Cameri"	"Cameri"	"Italy"	""
1531	"Parma"	"Parma"	"Italy"	"PMF"
1532	"Piacenza"	"Piacenza"	"Italy"	"QPZ"
6884	"Shoestring Aviation Airfield"	"Stewartstown"	"United States"	"0P2"
1534	"Levaldigi"	"Cuneo"	"Italy"	"CUF"
1535	"Aviano Ab"	"Aviano"	"Italy"	"AVB"
1536	"Bolzano"	"Bolzano"	"Italy"	"BZO"
1537	"Cervia"	"Cervia"	"Italy"	""
1538	"Bologna"	"Bologna"	"Italy"	"BLQ"
1539	"Treviso"	"Treviso"	"Italy"	"TSF"
1540	"Rivolto"	"Rivolto"	"Italy"	""
1541	"Forli"	"Forli"	"Italy"	"FRL"
1542	"Ghedi"	"Ghedi"	"Italy"	""
1543	"Verona Boscomantico"	"Verona"	"Italy"	""
1544	"Montichiari"	"Brescia"	"Italy"	"VBS"
1545	"Ronchi Dei Legionari"	"Ronchi De Legionari"	"Italy"	"TRS"
1546	"Rimini"	"Rimini"	"Italy"	"RMI"
1547	"Istrana"	"Treviso"	"Italy"	""
1548	"Vicenza"	"Vicenza"	"Italy"	"VIC"
1549	"Padova"	"Padova"	"Italy"	"QPA"
1550	"Villafranca"	"Villafranca"	"Italy"	"VRN"
1551	"Venezia Tessera"	"Venice"	"Italy"	"VCE"
1552	"Ampugnano"	"Siena"	"Italy"	"SAY"
1553	"Ciampino"	"Rome"	"Italy"	"CIA"
1554	"Pratica Di Mare"	"Pratica Di Mare"	"Italy"	""
1555	"Fiumicino"	"Rome"	"Italy"	"FCO"
1556	"Guidonia"	"Guidonia"	"Italy"	""
1558	"Marina Di Campo"	"Marina Di Campo"	"Italy"	"EBA"
1559	"Latina"	"Latina"	"Italy"	"QLT"
1560	"Grazzanise"	"Grazzanise"	"Italy"	""
1561	"Capodichino"	"Naples"	"Italy"	"NAP"
1562	"Pisa"	"Pisa"	"Italy"	"PSA"
1563	"Firenze"	"Florence"	"Italy"	"FLR"
1564	"Grosseto"	"Grosseto"	"Italy"	"GRS"
1565	"Urbe"	"Rome"	"Italy"	""
1566	"Viterbo"	"Viterbo"	"Italy"	""
1567	"Perugia"	"Perugia"	"Italy"	"PEG"
1568	"Cerklje"	"Cerklje"	"Slovenia"	""
1569	"Ljubljana"	"Ljubljana"	"Slovenia"	"LJU"
1570	"Maribor"	"Maribor"	"Slovenia"	"MBX"
1571	"Portoroz"	"Portoroz"	"Slovenia"	"POW"
1572	"Slovenj Gradec"	"Slovenj Gradec"	"Slovenia"	""
1573	"Ceske Budejovice"	"Ceske Budejovice"	"Czech Republic"	""
1574	"Caslav"	"Caslav"	"Czech Republic"	""
1575	"Hradec Kralove"	"Hradec Kralove"	"Czech Republic"	""
1576	"Horovice"	"Horovice"	"Czech Republic"	""
1577	"Kbely"	"Praha"	"Czech Republic"	""
1578	"Kunovice"	"Kunovice"	"Czech Republic"	""
1579	"Karlovy Vary"	"Karlovy Vary"	"Czech Republic"	"KLV"
1580	"Plzen Line"	"Line"	"Czech Republic"	""
1581	"Mnichovo Hradiste"	"Mnichovo Hradiste"	"Czech Republic"	""
1582	"Mosnov"	"Ostrava"	"Czech Republic"	"OSR"
1583	"Namest"	"Namest"	"Czech Republic"	""
1584	"Pardubice"	"Pardubice"	"Czech Republic"	"PED"
1585	"Pribram"	"Pribram"	"Czech Republic"	""
1586	"Prerov"	"Prerov"	"Czech Republic"	"PRV"
1587	"Ruzyne"	"Prague"	"Czech Republic"	"PRG"
1588	"Turany"	"Brno"	"Czech Republic"	"BRQ"
1589	"Vodochody"	"Vodochody"	"Czech Republic"	""
1590	"Ben Gurion"	"Tel-aviv"	"Israel"	"TLV"
1591	"Teyman"	"Beer-sheba"	"Israel"	"BEV"
1592	"Tel Nov"	"Tel-nof"	"Israel"	""
1593	"Eyn Shemer"	"Eyn-shemer"	"Israel"	""
1594	"Eilat"	"Elat"	"Israel"	"ETH"
1595	"En Yahav"	"Eyn-yahav"	"Israel"	""
1596	"Haifa"	"Haifa"	"Israel"	"HFA"
1597	"Hatzor"	"Haztor"	"Israel"	""
1598	"Mahanaim I Ben Yaakov"	"Rosh Pina"	"Israel"	"RPN"
1599	"Megiddo"	"Megido Airstrip"	"Israel"	""
1600	"I Bar Yehuda"	"Metzada"	"Israel"	""
1601	"Nevatim Ab"	"Nevatim"	"Israel"	""
1602	"Ovda"	"Ovda"	"Israel"	"VDA"
1603	"Ramat David"	"Ramat David"	"Israel"	""
1604	"Ramon"	"Ramon"	"Israel"	""
1605	"Sde Dov"	"Tel-aviv"	"Israel"	"SDV"
1606	"Luqa"	"Malta"	"Malta"	"MLA"
1607	"Wiener Neustadt East"	"Wiener Neustadt Ost"	"Austria"	""
1608	"Wels"	"Wels"	"Austria"	""
1609	"Graz"	"Graz"	"Austria"	"GRZ"
1610	"Innsbruck"	"Innsbruck"	"Austria"	"INN"
1611	"Linz"	"Linz"	"Austria"	"LNZ"
1612	"Salzburg"	"Salzburg"	"Austria"	"SZG"
1613	"Schwechat"	"Vienna"	"Austria"	"VIE"
1614	"Klagenfurt"	"Klagenfurt"	"Austria"	""
1615	"Zeltweg"	"Zeltweg"	"Austria"	""
1616	"Alverca"	"Alverca"	"Portugal"	""
1617	"Santa Maria"	"Santa Maria (island)"	"Portugal"	"SMA"
1618	"Braganca"	"Braganca"	"Portugal"	"BGC"
1619	"Beja"	"Beja (madeira)"	"Portugal"	""
1620	"Braga"	"Braga"	"Portugal"	""
1621	"Coimbra"	"Coimba"	"Portugal"	""
1622	"Cascais"	"Cascais"	"Portugal"	""
1623	"Covilha"	"Covilha"	"Portugal"	""
1624	"Evora"	"Evora"	"Portugal"	""
1625	"Flores"	"Flores"	"Portugal"	"FLW"
1626	"Faro"	"Faro"	"Portugal"	"FAO"
1627	"Graciosa"	"Graciosa Island"	"Portugal"	"GRW"
1628	"Horta"	"Horta"	"Portugal"	"HOR"
1629	"Lajes"	"Lajes (terceira Island)"	"Portugal"	"TER"
1630	"Monte Real"	"Monte Real"	"Portugal"	""
1631	"Montijo"	"Montijo"	"Portugal"	""
1632	"Ovar"	"Ovar"	"Portugal"	""
1633	"Ponta Delgada"	"Ponta Delgada"	"Portugal"	"PDL"
1634	"Pico"	"Pico"	"Portugal"	"PIX"
1635	"Portimao"	"Portimao"	"Portugal"	""
1636	"Porto"	"Porto"	"Portugal"	"OPO"
1637	"Porto Santo"	"Porto Santo"	"Portugal"	"PXO"
1638	"Lisboa"	"Lisbon"	"Portugal"	"LIS"
1639	"Sao Jorge"	"Sao Jorge Island"	"Portugal"	"SJZ"
1640	"Sintra"	"Sintra"	"Portugal"	""
1641	"Tancos"	"Tancos"	"Portugal"	""
1642	"Vila Real"	"Vila Real"	"Portugal"	"VRL"
1643	"Viseu"	"Viseu"	"Portugal"	""
6883	"Eastern Oregon Regional Airport"	"Pendleton"	"United States"	"PDT"
1645	"Mostar"	"Mostar"	"Bosnia and Herzegovina"	"OMO"
1646	"Sarajevo"	"Sarajevo"	"Bosnia and Herzegovina"	"SJJ"
1647	"Arad"	"Arad"	"Romania"	"ARW"
1648	"Bacau"	"Bacau"	"Romania"	"BCM"
1649	"Tautii Magheraus"	"Baia Mare"	"Romania"	"BAY"
1650	"Aurel Vlaicu"	"Bucharest"	"Romania"	"BBU"
1651	"Mihail Kogalniceanu"	"Constanta"	"Romania"	"CND"
1652	"Cluj Napoca"	"Cluj-napoca"	"Romania"	"CLJ"
1653	"Caransebes"	"Caransebes"	"Romania"	"CSB"
1654	"Craiova"	"Craiova"	"Romania"	"CRA"
1655	"Iasi"	"Iasi"	"Romania"	"IAS"
1656	"Oradea"	"Oradea"	"Romania"	"OMR"
1657	"Henri Coanda"	"Bucharest"	"Romania"	"OTP"
1658	"Sibiu"	"Sibiu"	"Romania"	"SBZ"
1659	"Satu Mare"	"Satu Mare"	"Romania"	"SUJ"
1660	"Stefan Cel Mare"	"Suceava"	"Romania"	"SCV"
1661	"Cataloi"	"Tulcea"	"Romania"	"TCE"
1662	"Transilvania Targu Mures"	"Tirgu Mures"	"Romania"	"TGM"
1663	"Traian Vuia"	"Timisoara"	"Romania"	"TSR"
1664	"Les Eplatures"	"Les Eplatures"	"Switzerland"	""
1665	"Geneve Cointrin"	"Geneva"	"Switzerland"	"GVA"
1666	"Saanen"	"Saanen"	"Switzerland"	""
1667	"Sion"	"Sion"	"Switzerland"	"SIR"
1668	"Alpnach"	"Alpnach"	"Switzerland"	""
1669	"Dubendorf"	"Dubendorf"	"Switzerland"	""
1670	"Emmen"	"Emmen"	"Switzerland"	""
1671	"Mollis"	"Mollis"	"Switzerland"	""
1672	"Meiringen"	"Meiringen"	"Switzerland"	""
1673	"Payerne"	"Payerne"	"Switzerland"	""
1674	"Buochs"	"Buochs"	"Switzerland"	""
1675	"Lugano"	"Lugano"	"Switzerland"	"LUG"
1676	"Bern Belp"	"Bern"	"Switzerland"	"BRN"
1677	"Grenchen"	"Grenchen"	"Switzerland"	""
1678	"Zurich"	"Zurich"	"Switzerland"	"ZRH"
1679	"St Gallen Altenrhein"	"Altenrhein"	"Switzerland"	"ACH"
1680	"Samedan"	"Samedan"	"Switzerland"	"SMV"
1681	"Guvercinlik"	"Ankara"	"Turkey"	""
1682	"Esenboga"	"Ankara"	"Turkey"	"ESB"
1683	"Etimesgut"	"Ankara"	"Turkey"	"ANK"
1684	"Akinci"	"Ankara"	"Turkey"	""
1685	"Adana"	"Adana"	"Turkey"	"ADA"
1686	"Incirlik Ab"	"Adana"	"Turkey"	""
1687	"Afyon"	"Afyon"	"Turkey"	"AFY"
1688	"Antalya"	"Antalya"	"Turkey"	"AYT"
1689	"Oguzeli"	"Gaziantep"	"Turkey"	"GZT"
1690	"Iskenderun"	"Iskenderun"	"Turkey"	""
1691	"Konya"	"Konya"	"Turkey"	"KYA"
1692	"Tulga"	"Malatya"	"Turkey"	""
1693	"Merzifon"	"Merzifon"	"Turkey"	"MZH"
1694	"Sivas"	"Sivas"	"Turkey"	"VAS"
1695	"Erhac"	"Malatya"	"Turkey"	"MLX"
1696	"Erkilet"	"Kayseri"	"Turkey"	"ASR"
1697	"Sivrihisar"	"Sivrihisar"	"Turkey"	""
1698	"Tokat"	"Tokat"	"Turkey"	""
1699	"Cardak"	"Denizli"	"Turkey"	"DNZ"
1701	"Ataturk"	"Istanbul"	"Turkey"	"IST"
1702	"Balikesir"	"Balikesir"	"Turkey"	"BZI"
1703	"Bandirma"	"Bandirma"	"Turkey"	"BDM"
6882	"Tyonek Airport"	"Tyonek"	"United States"	"TYE"
1705	"Eskisehir"	"Eskisehir"	"Turkey"	"ESK"
1706	"Adnan Menderes"	"Izmir"	"Turkey"	"ADB"
1707	"Gaziemir"	"Izmir"	"Turkey"	""
1708	"Cigli"	"Izmir"	"Turkey"	"IGL"
1709	"Isparta"	"Isparta"	"Turkey"	""
1710	"Kutahya"	"Kutahya"	"Turkey"	""
1712	"Yalova"	"Yalova"	"Turkey"	""
1713	"Topel"	"Topel"	"Turkey"	""
1715	"Dalaman"	"Dalaman"	"Turkey"	"DLM"
1716	"Akhisar"	"Akhisar"	"Turkey"	""
6881	"Riverton Regional"	"Riverton WY"	"United States"	"RIW"
1718	"Imsik"	"Bodrum"	"Turkey"	"BXN"
1719	"Samandira"	"Istanbul"	"Turkey"	""
1721	"Elazig"	"Elazig"	"Turkey"	"EZS"
1722	"Diyarbakir"	"Diyabakir"	"Turkey"	"DIY"
1723	"Erzincan"	"Erzincan"	"Turkey"	"ERC"
1724	"Erzurum"	"Erzurum"	"Turkey"	"ERZ"
1726	"Trabzon"	"Trabzon"	"Turkey"	"TZX"
6880	"Montrose Regional Airport"	"Montrose CO"	"United States"	"MTJ"
1728	"Van"	"Van"	"Turkey"	"VAN"
1729	"Batman"	"Batman"	"Turkey"	"BAL"
1731	"Siirt"	"Siirt"	"Turkey"	""
1732	"Kaklic"	"Izmir"	"Turkey"	""
1733	"Efes"	"Izmir"	"Turkey"	""
1734	"Balti Intl"	"Saltsy"	"Moldova"	""
1735	"Chisinau Intl"	"Chisinau"	"Moldova"	"KIV"
1736	"Ohrid"	"Ohrid"	"Macedonia"	"OHD"
1737	"Skopje"	"Skopje"	"Macedonia"	"SKP"
1738	"Gibraltar"	"Gibraltar"	"Gibraltar"	"GIB"
1739	"Beograd"	"Belgrade"	"Serbia"	"BEG"
1740	"Nis"	"Nis"	"Serbia"	"INI"
1741	"Podgorica"	"Podgorica"	"Montenegro"	"TGD"
1742	"Pristina"	"Pristina"	"Serbia"	"PRN"
1743	"Tivat"	"Tivat"	"Montenegro"	"TIV"
1744	"Vrsac"	"Vrsac"	"Serbia"	""
1745	"M R Stefanik"	"Bratislava"	"Slovakia"	"BTS"
1746	"Kosice"	"Kosice"	"Slovakia"	"KSC"
1747	"Malacky"	"Malacky"	"Slovakia"	""
1748	"Piestany"	"Piestany"	"Slovakia"	"PZY"
1749	"Sliac"	"Sliac"	"Slovakia"	"SLD"
1750	"Trencin"	"Trencin"	"Slovakia"	""
1751	"Tatry"	"Poprad"	"Slovakia"	"TAT"
6879	"Clow International Airport"	"Bolingbrook"	"United States"	"1CS"
1753	"North Caicos"	"North Caicos"	"Turks and Caicos Islands"	"NCA"
1754	"Providenciales"	"Providenciales"	"Turks and Caicos Islands"	"PLS"
1755	"South Caicos"	"South Caicos"	"Turks and Caicos Islands"	"XSC"
1756	"Arroyo Barril Intl"	"Samana"	"Dominican Republic"	"EPS"
1757	"Maria Montez Intl"	"Barahona"	"Dominican Republic"	"BRX"
1758	"Cabo Rojo"	"Cabo Rojo"	"Dominican Republic"	""
1759	"Casa De Campo Intl"	"La Romana"	"Dominican Republic"	"LRM"
1760	"Punta Cana Intl"	"Punta Cana"	"Dominican Republic"	"PUJ"
1761	"Gregorio Luperon Intl"	"Puerto Plata"	"Dominican Republic"	"POP"
1762	"Las Americas Intl"	"Santo Domingo"	"Dominican Republic"	"SDQ"
1763	"San Isidro Ab"	"San Isidoro"	"Dominican Republic"	""
1764	"Cibao Intl"	"Santiago"	"Dominican Republic"	"STI"
1765	"Bananera"	"Bananera"	"Guatemala"	""
1766	"Coban"	"Coban"	"Guatemala"	"CBV"
1767	"La Aurora"	"Guatemala City"	"Guatemala"	"GUA"
1769	"Retalhuleu"	"Retalhuleu"	"Guatemala"	""
1770	"San Jose"	"San Jose"	"Guatemala"	""
1771	"Goloson Intl"	"La Ceiba"	"Honduras"	"LCE"
1772	"La Mesa Intl"	"San Pedro Sula"	"Honduras"	"SAP"
1773	"Guanaja"	"Guanaja"	"Honduras"	"GJA"
1774	"Juan Manuel Galvez Intl"	"Roatan"	"Honduras"	"RTB"
1775	"Tela"	"Tela"	"Honduras"	"TEA"
1776	"Toncontin Intl"	"Tegucigalpa"	"Honduras"	"TGU"
1777	"Trujillo"	"Trujillo"	"Honduras"	""
1778	"Boscobel"	"Ocho Rios"	"Jamaica"	"OCJ"
1779	"Norman Manley Intl"	"Kingston"	"Jamaica"	"KIN"
1780	"Sangster Intl"	"Montego Bay"	"Jamaica"	"MBJ"
1781	"Ken Jones"	"Port Antonio"	"Jamaica"	"POT"
1782	"Tinson Pen"	"Kingston"	"Jamaica"	"KTP"
1783	"General Juan N Alvarez Intl"	"Acapulco"	"Mexico"	"ACA"
1784	"Del Norte Intl"	"Monterrey"	"Mexico"	"NTR"
1785	"Jesus Teran Intl"	"Aguascalientes"	"Mexico"	"AGU"
1786	"Bahias De Huatulco Intl"	"Huatulco"	"Mexico"	"HUX"
1787	"General Mariano Matamoros"	"Cuernavaca"	"Mexico"	"CVJ"
1788	"Ciudad Acuna Intl New"	"Ciudad Acuna"	"Mexico"	""
1789	"Ciudad Del Carmen Intl"	"Ciudad Del Carmen"	"Mexico"	"CME"
1790	"Nuevo Casas Grandes"	"Nuevo Casas Grandes"	"Mexico"	""
1791	"Chilpancingo"	"Chilpancingo"	"Mexico"	""
1792	"Culiacan Intl"	"Culiacan"	"Mexico"	"CUL"
1793	"Chetumal Intl"	"Chetumal"	"Mexico"	"CTM"
1794	"Ciudad Obregon Intl"	"Ciudad Obregon"	"Mexico"	"CEN"
1795	"Ingeniero Alberto Acuna Ongay Intl"	"Campeche"	"Mexico"	"CPE"
1796	"Abraham Gonzalez Intl"	"Ciudad Juarez"	"Mexico"	"CJS"
1797	"General R Fierro Villalobos Intl"	"Chihuahua"	"Mexico"	"CUU"
1798	"General Pedro Jose Mendez Intl"	"Ciudad Victoria"	"Mexico"	"CVM"
6878	"Kenosha Regional Airport"	"Kenosha"	"United States"	"ENW"
1800	"Cozumel Intl"	"Cozumel"	"Mexico"	"CZM"
1801	"Durango Intl"	"Durango"	"Mexico"	"DGO"
1802	"Tepic"	"Tepic"	"Mexico"	"TPQ"
1803	"Ensenada"	"Ensenada"	"Mexico"	"ESE"
1804	"Don Miguel Hidalgo Y Costilla Intl"	"Guadalajara"	"Mexico"	"GDL"
1805	"General Jose Maria Yanez Intl"	"Guaymas"	"Mexico"	"GYM"
1806	"Tehuacan"	"Tehuacan"	"Mexico"	"TCN"
1807	"General Ignacio P Garcia Intl"	"Hermosillo"	"Mexico"	"HMO"
1808	"Colima"	"Colima"	"Mexico"	"CLQ"
1809	"Isla Mujeres"	"Isla Mujeres"	"Mexico"	"ISJ"
1810	"Plan De Guadalupe Intl"	"Saltillo"	"Mexico"	"SLW"
1811	"Ixtepec"	"Iztepec"	"Mexico"	""
1813	"Lazaro Cardenas"	"Lazard Cardenas"	"Mexico"	"LZC"
1814	"Valle Del Fuerte Intl"	"Los Mochis"	"Mexico"	"LMM"
1815	"Guanajuato Intl"	"Del Bajio"	"Mexico"	"BJX"
1816	"General Manuel Marquez De Leon Intl"	"La Paz"	"Mexico"	"LAP"
1817	"Loreto Intl"	"Loreto"	"Mexico"	"LTO"
1818	"General Servando Canales Intl"	"Matamoros"	"Mexico"	"MAM"
1819	"Licenciado Manuel Crescencio Rejon Int"	"Merida"	"Mexico"	"MID"
1820	"General Rodolfo Sanchez Taboada Intl"	"Mexicali"	"Mexico"	"MXL"
1821	"General Francisco J Mujica Intl"	"Morelia"	"Mexico"	"MLM"
1822	"Minatitlan"	"Minatitlan"	"Mexico"	"MTT"
1823	"Monclova Intl"	"Monclova"	"Mexico"	"LOV"
1824	"Licenciado Benito Juarez Intl"	"Mexico City"	"Mexico"	"MEX"
1825	"General Mariano Escobedo Intl"	"Monterrey"	"Mexico"	"MTY"
1826	"General Rafael Buelna Intl"	"Mazatlan"	"Mexico"	"MZT"
1827	"Nogales Intl"	"Nogales"	"Mexico"	"NOG"
1828	"Quetzalcoatl Intl"	"Nuevo Laredo"	"Mexico"	"NLD"
1829	"Xoxocotlan Intl"	"Oaxaca"	"Mexico"	"OAX"
1830	"Tajin"	"Poza Rico"	"Mexico"	"PAZ"
1831	"Hermanos Serdan Intl"	"Puebla"	"Mexico"	"PBC"
1832	"Ingeniero Juan Guillermo Villasana"	"Pachuca"	"Mexico"	"PCA"
1833	"Puerto Penasco"	"Punta Penasco"	"Mexico"	"PPE"
1834	"Piedras Negras Intl"	"Piedras Negras"	"Mexico"	"PDS"
1835	"Licenciado Y Gen Ignacio Lopez Rayon"	"Uruapan"	"Mexico"	"UPN"
1836	"Licenciado Gustavo Diaz Ordaz Intl"	"Puerto Vallarta"	"Mexico"	"PVR"
1837	"Puerto Escondido Intl"	"Puerto Escondido"	"Mexico"	"PXM"
1838	"Queretaro Intercontinental"	"Queretaro"	"Mexico"	"QRO"
1839	"General Lucio Blanco Intl"	"Reynosa"	"Mexico"	"REX"
1840	"Los Cabos Intl"	"San Jose Del Cabo"	"Mexico"	"SJD"
1841	"San Felipe Intl"	"San Filipe"	"Mexico"	""
1842	"Ponciano Arriaga Intl"	"San Luis Potosi"	"Mexico"	"SLP"
1843	"Tlaxcala"	"Tlaxcala"	"Mexico"	"TXA"
1844	"General Div P A Angel H Corzo Molina"	"Tuxtla Gutierrez"	"Mexico"	""
1845	"Torreon Intl"	"Torreon"	"Mexico"	"TRC"
1846	"Angel Albino Corzo"	"Tuxtla Gutierrez"	"Mexico"	"TGZ"
1847	"General Abelardo L Rodriguez Intl"	"Tijuana"	"Mexico"	"TIJ"
1848	"General Francisco Javier Mina Intl"	"Tampico"	"Mexico"	"TAM"
1849	"Tamuin"	"Tamuin"	"Mexico"	"TSL"
1850	"Licenciado Adolfo Lopez Mateos Intl"	"Toluca"	"Mexico"	"TLC"
1851	"Tapachula Intl"	"Tapachula"	"Mexico"	"TAP"
1852	"Cancun Intl"	"Cancun"	"Mexico"	"CUN"
1853	"C P A Carlos Rovirosa Intl"	"Villahermosa"	"Mexico"	"VSA"
1854	"General Heriberto Jara Intl"	"Vera Cruz"	"Mexico"	"VER"
1855	"General Leobardo C Ruiz Intl"	"Zacatecas"	"Mexico"	"ZCL"
1856	"Ixtapa Zihuatanejo Intl"	"Zihuatanejo"	"Mexico"	"ZIH"
1857	"Zamora"	"Zamora"	"Mexico"	"ZMM"
1858	"Playa De Oro Intl"	"Manzanillo"	"Mexico"	"ZLO"
1859	"Zapopan"	"Zapopan"	"Mexico"	""
1860	"Bluefields"	"Bluefields"	"Nicaragua"	"BEF"
1861	"Los Brasiles"	"Los Brasiles"	"Nicaragua"	""
1862	"Leon"	"Leon"	"Nicaragua"	""
1863	"Managua Intl"	"Managua"	"Nicaragua"	"MGA"
1864	"Puerto Cabezas"	"Puerto Cabezas"	"Nicaragua"	"PUZ"
1865	"Bocas Del Toro Intl"	"Bocas Del Toro"	"Panama"	"BOC"
1866	"Cap Manuel Nino Intl"	"Changuinola"	"Panama"	"CHX"
1867	"Enrique Malek Intl"	"David"	"Panama"	"DAV"
1868	"Howard"	"Howard"	"Panama"	"HOW"
1869	"Marcos A Gelabert Intl"	"Panama"	"Panama"	"PAC"
1870	"Ruben Cantu"	"Santiago"	"Panama"	""
1871	"Tocumen Intl"	"Panama City"	"Panama"	"PTY"
1872	"Buenos Aires"	"Buenos Aires"	"Costa Rica"	""
6877	"North Las Vegas Airport"	"Las Vegas"	"United States"	"VGT"
1874	"Coto 47"	"Coto 47"	"Costa Rica"	"OTR"
1875	"Chacarita"	"Chacarita"	"Costa Rica"	""
6876	"Brown County Airport"	"Georgetown"	"United States"	""
1877	"El Carmen De Siquirres"	"El Carmen"	"Costa Rica"	""
1878	"Nuevo Palmar Sur"	"Finca 10"	"Costa Rica"	""
1879	"Golfito"	"Golfito"	"Costa Rica"	"GLF"
1880	"Guapiles"	"Guapiles"	"Costa Rica"	""
1881	"Daniel Oduber Quiros Intl"	"Liberia"	"Costa Rica"	"LIR"
1882	"Los Chiles"	"Los Chiles"	"Costa Rica"	""
1883	"Limon Intl"	"Limon"	"Costa Rica"	"LIO"
1884	"Nosara"	"Nosara Beach"	"Costa Rica"	"NOB"
1885	"Juan Santamaria Intl"	"San Jose"	"Costa Rica"	"SJO"
1886	"Pandora"	"Pandora"	"Costa Rica"	""
1887	"Palmar Sur"	"Palmar Sur"	"Costa Rica"	"PMZ"
1889	"La Managua"	"Quepos"	"Costa Rica"	"XQP"
1890	"Santa Clara De Guapiles"	"Santa Clara"	"Costa Rica"	""
1891	"San Vito De Java"	"San Vito De Jaba"	"Costa Rica"	""
1892	"El Salvador Intl"	"San Salvador"	"El Salvador"	"SAL"
1893	"Ilopango Intl"	"San Salvador"	"El Salvador"	""
1894	"Cayes"	"Cayes"	"Haiti"	""
1895	"Cap Haitien Intl"	"Cap Haitien"	"Haiti"	"CAP"
1896	"Jacmel"	"Jacmel"	"Haiti"	""
1897	"Toussaint Louverture Intl"	"Port-au-prince"	"Haiti"	"PAP"
1898	"Gustavo Rizo"	"Baracoa Playa"	"Cuba"	"BCA"
1899	"Carlos Manuel De Cespedes"	"Bayamo"	"Cuba"	"BYM"
1900	"Maximo Gomez"	"Ciego De Avila"	"Cuba"	"AVI"
1901	"Jardines Del Rey"	"Cunagua"	"Cuba"	""
1902	"Jaime Gonzalez"	"Cienfuegos"	"Cuba"	"CFG"
1903	"Vilo Acuna Intl"	"Cayo Largo del Sur"	"Cuba"	"CYO"
1904	"Ignacio Agramonte Intl"	"Camaguey"	"Cuba"	"CMW"
1905	"Antonio Maceo Intl"	"Santiago De Cuba"	"Cuba"	"SCU"
1906	"Florida"	"Florida"	"Cuba"	""
1907	"Guantanamo Bay Ns"	"Guantanamo"	"Cuba"	""
1908	"Mariana Grajales"	"Guantanamo"	"Cuba"	"GAO"
1909	"Jose Marti Intl"	"Havana"	"Cuba"	"HAV"
1910	"Frank Pais Intl"	"Holguin"	"Cuba"	"HOG"
1911	"La Coloma"	"La Coloma"	"Cuba"	"LCL"
1912	"Orestes Acosta"	"Moa"	"Cuba"	"MOA"
1913	"Sierra Maestra"	"Manzanillo"	"Cuba"	"MZO"
1914	"Rafael Cabrera"	"Nueva Gerona"	"Cuba"	"GER"
1915	"Playa Baracoa"	"Baracoa Playa"	"Cuba"	""
1916	"Pinar Del Rio"	"Pinar Del Rio Norte"	"Cuba"	""
1917	"San Antonio De Los Banos"	"San Antonio De Banos"	"Cuba"	""
1918	"Abel Santamaria"	"Santa Clara"	"Cuba"	"SNU"
1919	"Santa Lucia"	"Santa Lucia"	"Cuba"	""
1920	"Siguanea"	"Siguanea"	"Cuba"	""
1921	"Sancti Spiritus"	"Sancti Spiritus"	"Cuba"	""
6875	"Grand Geneva Resort Airport"	"Lake Geneva"	"United States"	"C02"
1923	"Juan Gualberto Gomez Intl"	"Varadero"	"Cuba"	"VRA"
1924	"Hermanos Ameijeiras"	"Las Tunas"	"Cuba"	"VTU"
1925	"Gerrard Smith Intl"	"Cayman Barac"	"Cayman Islands"	"CYB"
1926	"Owen Roberts Intl"	"Georgetown"	"Cayman Islands"	"GCM"
1927	"Clarence A Bain"	"Clarence Bain"	"Bahamas"	""
1928	"Fresh Creek"	"Andros Town"	"Bahamas"	"ASD"
1930	"Marsh Harbour"	"Marsh Harbor"	"Bahamas"	"MHH"
1931	"San Andros"	"San Andros"	"Bahamas"	"SAQ"
1932	"Spring Point"	"Spring Point"	"Bahamas"	"AXP"
1933	"Sandy Point"	"Sandy Point"	"Bahamas"	""
1934	"Treasure Cay"	"Treasure Cay"	"Bahamas"	"TCB"
1935	"Chub Cay"	"Chub Cay"	"Bahamas"	"CCZ"
1936	"Great Harbour Cay"	"Bullocks Harbour"	"Bahamas"	""
1937	"South Bimini"	"Alice Town"	"Bahamas"	"BIM"
6874	"De Kalb Taylor Municipal Airport"	"De Kalb"	"United States"	"DKB"
1941	"Exuma Intl"	"Great Exuma"	"Bahamas"	"GGT"
1942	"George Town"	"George Town"	"Bahamas"	""
1943	"North Eleuthera"	"North Eleuthera"	"Bahamas"	"ELH"
1944	"Governors Harbour"	"Governor's Harbor"	"Bahamas"	"GHB"
1945	"Normans Cay"	"Norman's Cay"	"Bahamas"	""
1946	"Rock Sound"	"Rock Sound"	"Bahamas"	"RSD"
1947	"Staniel Cay"	"Staniel Cay"	"Bahamas"	""
1948	"Grand Bahama Intl"	"Freeport"	"Bahamas"	"FPO"
1949	"Matthew Town"	"Matthew Town"	"Bahamas"	"IGA"
1950	"Deadmans Cay"	"Dead Man's Cay"	"Bahamas"	"LGI"
1951	"Stella Maris"	"Stella Maris"	"Bahamas"	"SML"
1952	"Mayaguana"	"Mayaguana"	"Bahamas"	"MYG"
1953	"Lynden Pindling Intl"	"Nassau"	"Bahamas"	"NAS"
1954	"Duncan Town"	"Duncan Town"	"Bahamas"	""
1955	"New Port Nelson"	"Port Nelson"	"Bahamas"	""
1956	"San Salvador"	"Cockburn Town"	"Bahamas"	"ZSA"
1957	"Philip S W Goldson Intl"	"Belize City"	"Belize"	"BZE"
1958	"Aitutaki"	"Aitutaki"	"Cook Islands"	"AIT"
